"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"UnitedHealthcare Insurance Company, et al.","UnitedHealth Group","$200,000","$0","$200,000","2021","20210512","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/4wn_01!.PDF",""
"OptumRX Inc.","UnitedHealth Group","$50,000","$0","$50,000","2021","20210617","consumer-protection-related offenses","insurance violation","","","state","agency action","Arkansas Insurance Department","civil","","","","","","Arkansas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.arkansas.gov/uploads/resource/documents/2021-24-consent_order-optumrx__inc.pdf",""
"UHC of California d.b.a. UnitedHealthcare of California","UnitedHealth Group","$5,000","$0","$5,000","2021","20210802","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4006/1628271397419.pdf",""
"UnitedHealthcare Benefits Plan of California","UnitedHealth Group","$5,000","$0","$5,000","2021","20210802","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4007/1628273376029.pdf",""
"UHC of California d.b.a. UnitedHealthcare of California","UnitedHealth Group","$6,500","$0","$6,500","2021","20210616","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/3979/1623945589386.pdf",""
"Optimum Choice Inc.","UnitedHealth Group","$100,000","$0","$100,000","2021","20210614","consumer-protection-related offenses","insurance violation","","","state","agency action","Delaware Department of Insurance","civil","","","","","","Delaware","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.delaware.gov/wp-content/uploads/sites/15/2021/06/StipulationConsentOptimumChoiceIncFullyExecuted06142021.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$253,000","$0","$253,000","2021","20210614","consumer-protection-related offenses","insurance violation","","","state","agency action","Delaware Department of Insurance","civil","","","","","","Delaware","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.delaware.gov/wp-content/uploads/sites/15/2021/06/StipulationConsentUnitedHealthCareFullyExecuted06142021.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$15,684,249","$0","$15,684,249","2021","20210812","employment-related offenses","benefit plan administrator violation","","United Behavioral Health and UnitedHealthcare Insurance Co. agreed to pay $13.6 million to affected participants and beneficiaries; pay $2,084,249 in penalties; and take other corrective actions following investigations and litigation by the U.S. Department of Labor and the New York State Attorney General. An investigation by the department' Employee Benefits Security Administration found that going back to at least 2013 United reduced reimbursement rates for out-of-network mental health services, thereby overcharging participants for those services, and flagged participants undergoing mental health treatments for a utilization review, resulting in many denials of payment for those services. The settlement was also announced by the New York AG (see separate entry).","federal","agency action","Employee Benefits Security Administration","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dol.gov/newsroom/releases/ebsa/ebsa20210812",""
"United Healthcare of Louisiana, Inc. and OptumRx, Inc.","UnitedHealth Group","$25,000","$0","$25,000","2021","20210330","consumer-protection-related offenses","insurance violation","","UHC-LA and OptumRx agreed to jointly pay $25,000 in settlement of alleged violations of health insurance regulations.","state","agency action","Louisiana Department of Insurance","civil","","","","","","Louisiana","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.ldi.la.gov/OnlineServices/RegulatoryActions/home/viewattachment?id=wjJeDqHak518TF%2fdhQRCkg%3d%3d&filename=viewattachment.pdf",""
"UnitedHealthcare Group Inc. et al.","UnitedHealth Group","$1,300,000","$1,300,000","$0","2021","20210812","consumer-protection-related offenses","consumer protection violation","","UnitedHealthcare agreed to pay a $1.3 million penalty to New York as part of a larger settlement with the U.S. Department of Labor and the state to resolve allegations it unlawfully denied health care coverage for mental health and substance use disorder treatment. The larger settlement was also announced by DOL (see separate entry).","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ag.ny.gov/press-release/2021/attorney-general-james-and-us-department-labor-deliver-14-million-consumers-who",""
"UHC of California dba UnitedHealthcare of California","UnitedHealth Group","$5,000","$0","$5,000","2021","20211012","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4057/1634583632936.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$15,500","$0","$15,500","2021","20211013","consumer-protection-related offenses","insurance violation","","","state","agency action","Utah Insurance Department","civil","","","","","","Utah","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.utah.gov/wp-content/uploads/4352Order.pdf",""
"UnitedHealthcare Insurance Company et al.","UnitedHealth Group","$2,600,000","$0","$2,600,000","2021","20211119","consumer-protection-related offenses","insurance violation","","UnitedHealthcare Insurance Company, UnitedHealthcare of Texas, Inc., National Pacific Dental, Inc., and Golden Rule Insurance Company agreed to pay a total of $2.6 million in settlement of allegations of violations found during triennial company examinations and for issuing policy forms to Texas consumers that varied from the versions of the forms filed with and approved by TDI.","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20217092.pdf",""
"Optum Rx, Inc.","UnitedHealth Group","$5,800,000","$0","$5,800,000","2022","20220224","government-contracting-related offenses","False Claims Act and related","","Pharmacy benefits manager Optum Rx Inc. agreed to pay $5.8 million after allegedly failing to follow workers' compensation prescription pricing procedures. ","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.mass.gov/news/optum-rx-to-pay-58-million-for-alleged-failure-to-follow-workers-compensation-prescription-pricing-procedures",""
"United Health Group","UnitedHealth Group","$5,000","$0","$5,000","2011","20110505","environment-related offenses","environmental violation","","air pollution","local","agency action","South Coast (CA) Air Quality Management District ","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.aqmd.gov/docs/default-source/Agendas/Governing-Board/2011/2011-jul8-024.pdf?sfvrsn=2",""
"UHC of California dba UnitedHealthcare of California","UnitedHealth Group","$5,000","$0","$5,000","2022","20220104","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4083/1641410942322.pdf",""
"UHC of California dba UnitedHealthcare of California","UnitedHealth Group","$12,500","$0","$12,500","2021","20211220","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4080/1640212041895.pdf",""
"UnitedHealthcare Community Plan of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2022","20220126","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/docs/4096/1643668811415.pdf",""
"UHC OF CALIFORNIA","UnitedHealth Group","$5,000","$0","$5,000","2014","20140424","safety-related offenses","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","civil","","","","","","California","CYPRESS","5701 KATELLA AVE","90630","524114","524114: Direct Health and Medical Insurance Carriers","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","Extracted from a download of OSHA's Enforcment Data downloaded on 3/02/2022, available at https://enforcedata.dol.gov/views/data_catalogs.php",""
